post_id,ticker,excluded_flag,excluded_reason,bars_found,window_quality,confirmatory_eligible,market_adjusted_return,raw_volatility,time_bucket,baseline_mean,baseline_std,baseline_n,baseline_p_threshold,vol_zscore,vol_percentile_rank,abnormal_volatility_flag
2047428766390157688,BOX,False,,43,partial,True,0.0026554700027972,0.0015766206758953624,0.0,0.00419474496533706,0.00028532857008037186,3.0,0.004396504703856751,-9.1758224166063,0.0,False
2047387742951313910,BOX,False,,56,partial,True,0.0065620110471505955,0.0008678814608631281,5.0,0.001156084544584349,0.0002470170345756928,55.0,0.0015310284194640484,-1.166733639306594,12.727272727272727,False
2047028112626749645,BOX,False,,51,partial,True,0.007678627052691178,0.0006730489608596321,5.0,0.001156084544584349,0.0002470170345756928,55.0,0.0015310284194640484,-1.9554747896412845,0.0,False
2046805326784319663,BOX,False,,51,partial,True,-0.002597669465755903,0.001822094830774997,0.0,0.00419474496533706,0.00028532857008037186,3.0,0.004396504703856751,-8.31550143714571,0.0,False
2046397816755634340,BOX,False,,48,partial,True,0.026587992163196628,0.001962976952165624,0.0,0.00419474496533706,0.00028532857008037186,3.0,0.004396504703856751,-7.821747442055267,0.0,False
2046067263326028108,BOX,False,,47,partial,True,0.0067726100516808385,0.0026506646653253587,0.0,0.00419474496533706,0.00028532857008037186,3.0,0.004396504703856751,-5.411586717645421,0.0,False
2045680043607941548,BOX,False,,47,partial,True,0.0067726100516808385,0.0026506646653253587,0.0,0.00419474496533706,0.00028532857008037186,3.0,0.004396504703856751,-5.411586717645421,0.0,False
2045616837787070695,BOX,False,,47,partial,True,0.0067726100516808385,0.0026506646653253587,0.0,0.00419474496533706,0.00028532857008037186,3.0,0.004396504703856751,-5.411586717645421,0.0,False
2045355693050655048,BOX,False,,47,partial,True,0.0067726100516808385,0.0026506646653253587,0.0,0.00419474496533706,0.00028532857008037186,3.0,0.004396504703856751,-5.411586717645421,0.0,False
2045137708620906573,BOX,False,,51,partial,True,-0.006220396298200925,0.0010444865905188283,0.0,0.00419474496533706,0.00028532857008037186,3.0,0.004396504703856751,-11.040809456728645,0.0,False
2044855448722100720,BOX,False,,45,partial,True,-0.00023201305540831996,0.0005990148898592793,5.0,0.001156084544584349,0.0002470170345756928,55.0,0.0015310284194640484,-2.2551872006801545,0.0,False
2044621545348481285,BOX,False,,54,partial,True,0.002394997907819829,0.0020796246032579093,0.0,0.00419474496533706,0.00028532857008037186,3.0,0.004396504703856751,-7.412928756077107,0.0,False
2044225408972009842,BOX,False,,56,partial,True,0.04110229876827054,0.0024442785610641073,0.0,0.00419474496533706,0.00028532857008037186,3.0,0.004396504703856751,-6.134914578585236,0.0,False
2043883641366032638,BOX,False,,56,partial,True,0.0007417491858678904,0.0015555892155831425,0.0,0.00419474496533706,0.00028532857008037186,3.0,0.004396504703856751,-9.249532036033107,0.0,False
2043426157367095397,BOX,False,,50,partial,True,0.005502602442591709,0.0020665643099908853,0.0,0.00419474496533706,0.00028532857008037186,3.0,0.004396504703856751,-7.458701576034621,0.0,False
2043318118169354302,BOX,False,,50,partial,True,0.005502602442591709,0.0020665643099908853,0.0,0.00419474496533706,0.00028532857008037186,3.0,0.004396504703856751,-7.458701576034621,0.0,False
2043192337111924930,BOX,False,,50,partial,True,0.005502602442591709,0.0020665643099908853,0.0,0.00419474496533706,0.00028532857008037186,3.0,0.004396504703856751,-7.458701576034621,0.0,False
2043051227387433144,BOX,False,,50,partial,True,0.005502602442591709,0.0020665643099908853,0.0,0.00419474496533706,0.00028532857008037186,3.0,0.004396504703856751,-7.458701576034621,0.0,False
2042759653281456218,BOX,False,,50,partial,True,0.005502602442591709,0.0020665643099908853,0.0,0.00419474496533706,0.00028532857008037186,3.0,0.004396504703856751,-7.458701576034621,0.0,False
2042469771275329594,BOX,True,"cpi(ALL, 2026-04-10 12:30:00+00:00->2026-04-10 20:00:00+00:00)",53,partial,False,-0.025294685624565605,0.0028921986635713297,0.0,0.00419474496533706,0.00028532857008037186,3.0,0.004396504703856751,-4.565074928875249,0.0,False
2042460500785602648,BOX,True,"cpi(ALL, 2026-04-10 12:30:00+00:00->2026-04-10 20:00:00+00:00)",53,partial,False,-0.025294685624565605,0.0028921986635713297,0.0,0.00419474496533706,0.00028532857008037186,3.0,0.004396504703856751,-4.565074928875249,0.0,False
2042392664943870443,BOX,True,"cpi(ALL, 2026-04-10 12:30:00+00:00->2026-04-10 20:00:00+00:00)",53,partial,False,-0.025294685624565605,0.0028921986635713297,0.0,0.00419474496533706,0.00028532857008037186,3.0,0.004396504703856751,-4.565074928875249,0.0,False
2042343980742951264,BOX,True,"cpi(ALL, 2026-04-10 12:30:00+00:00->2026-04-10 20:00:00+00:00)",53,partial,False,-0.025294685624565605,0.0028921986635713297,0.0,0.00419474496533706,0.00028532857008037186,3.0,0.004396504703856751,-4.565074928875249,0.0,False
2042285272985931972,BOX,False,,47,partial,True,-0.012189591392371524,0.0009324607577068991,3.0,,,,,,,False
2041975669928702370,BOX,False,,44,partial,True,-0.029870444006193875,0.0032008860410243137,0.0,0.00419474496533706,0.00028532857008037186,3.0,0.004396504703856751,-3.4832085831180315,0.0,False
